City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,pottsville,40.6857,-76.1955,26.42,49,43,0.89,US,1698344377
359,stephenville,32.2207,-98.2023,26.53,73,40,4.12,US,1698344284
360,kirakira,-10.4544,161.9205,25.87,83,90,2.56,SB,1698344380
361,lakatoro,-16.0999,167.4164,25.52,88,100,3.06,VU,1698344381
362,ratnagiri,16.9833,73.3,25.75,65,41,3.22,IN,1698344382
363,tchintabaraden,15.8969,5.7985,31.11,10,70,1.3,NE,1698344383
364,santo antonio dos olivais,40.2082,-8.401,16.75,88,86,2.72,PT,1698344384
365,antofagasta,-23.65,-70.4,18.6,66,21,4.23,CL,1698344385
366,quellon,-43.1167,-73.6167,12.87,67,100,3.58,CL,1698344387
367,smara,26.7384,-11.6719,25.53,45,0,6.76,EH,1698344387
368,wanning,18.8003,110.3967,25.31,91,98,1.08,CN,1698344389
369,louisville,38.2542,-85.7594,25.05,59,40,5.66,US,1698344322
370,chake chake,-5.2459,39.7666,25.92,86,12,2.69,TZ,1698344390
371,puerto ayacucho,5.6639,-67.6236,33.05,53,62,2.13,VE,1698344391
372,lashio,22.9333,97.75,16.93,98,7,0.68,MM,1698344392
373,coruripe,-10.1256,-36.1756,28.69,64,41,8.56,BR,1698344165
374,lazaro cardenas,17.9583,-102.2,28.69,73,57,2.26,MX,1698344393
375,severo-yeniseyskiy,60.3725,93.0408,0.88,97,100,2.68,RU,1698344394
376,kodinsk,58.6881,99.1844,6.91,87,100,4.18,RU,1698344394
377,puerto lempira,15.2667,-83.7667,29.91,71,32,3.61,HN,1698344395
378,jamestown,42.097,-79.2353,23.9,50,75,5.66,US,1698344384
379,ashland,40.8167,-82.2665,22.2,75,100,6.9,US,1698344396
380,sorong,-0.8833,131.25,26.48,81,100,5.33,ID,1698344397
381,keflavik,64.0049,-22.5624,7.24,87,0,1.03,IS,1698344385
382,victorica,-36.2151,-65.4359,27.13,32,1,3.57,AR,1698344398
383,pangai,-19.8,-174.35,23.06,78,75,7.72,TO,1698344398
384,calbuco,-41.768,-73.1273,14.56,71,95,2.83,CL,1698344222
385,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,4.12,EC,1698344399
386,ta`u,-14.2336,-169.5144,26.17,80,99,8.08,AS,1698344400
387,totness,5.8833,-56.3167,31.13,61,84,5.94,SR,1698344404
388,greenville,35.6127,-77.3663,26.19,57,0,2.24,US,1698343903
389,dalmatovo,56.26,62.9362,-5.65,87,12,5.59,RU,1698344406
390,kampong thom,12.7111,104.8887,25.04,90,97,2.02,KH,1698344408
391,strelka,58.0728,93.0344,9.65,82,100,4.89,RU,1698344408
392,praia da vitoria,38.7333,-27.0667,19.14,68,20,5.28,PT,1698344409
393,kovdor,67.5662,30.4758,-5.14,96,100,2.55,RU,1698344409
394,montepuez,-13.1256,38.9997,25.78,64,18,4.39,MZ,1698344410
395,gobabis,-22.45,18.9667,28.48,5,14,4.12,NA,1698344410
396,mar del plata,-38.0023,-57.5575,26.01,31,40,10.29,AR,1698344115
397,chebarkul',54.9749,60.3633,-1.91,65,42,4.85,RU,1698344411
398,novodvinsk,64.4165,40.8122,-1.23,83,99,2.51,RU,1698344411
399,masterton,-40.9597,175.6575,11.6,78,96,7.78,NZ,1698344412
400,island harbour,50.724,-1.2758,11.66,91,35,4.28,GB,1698344412
401,buka,40.8108,69.1986,15.76,62,82,2.57,UZ,1698344413
402,cooma,-36.2333,149.1333,4.97,65,97,2.92,AU,1698344413
403,khandyga,62.6667,135.6,-7.1,97,100,0.63,RU,1698344414
404,manakara,-22.1333,48.0167,23.39,92,80,4.4,MG,1698344414
405,okahao,-17.885,15.0667,29.8,20,37,3.05,NA,1698344414
406,taro,-8.3862,115.28,22.0,91,17,0.24,ID,1698344415
407,itati,-27.2704,-58.2446,27.75,41,47,3.53,AR,1698344418
408,sisimiut,66.9395,-53.6735,-0.72,87,83,10.19,GL,1698344418
409,trindade,-16.6494,-49.4889,26.86,47,99,3.05,BR,1698344413
410,san antonio oeste,-40.7319,-64.9477,22.45,30,51,6.7,AR,1698344419
411,katsuren-haebaru,26.3369,127.8719,23.01,73,0,2.57,JP,1698344419
412,ketchikan,55.3422,-131.6461,7.99,52,0,1.54,US,1698344331
413,kzyltu,53.6364,72.3414,-1.92,59,9,8.53,KZ,1698344420
414,talen,23.5667,76.7167,21.28,36,0,1.39,IN,1698344421
415,tir pul,34.5943,61.269,19.62,35,96,2.15,AF,1698344422
416,sabang,5.8933,95.3214,27.72,78,39,5.9,ID,1698344423
417,pudasjarvi,65.3833,26.9167,-2.77,78,100,2.35,FI,1698344423
418,bila tserkva,49.8094,30.1121,13.09,83,100,3.59,UA,1698344347
419,halabjah,35.1778,45.9861,18.91,51,55,0.65,IQ,1698344424
420,saudarkrokur,65.7461,-19.6394,1.11,78,23,1.21,IS,1698344425
421,luanda,-8.8368,13.2343,24.85,83,51,7.01,AO,1698344425
422,ormond-by-the-sea,29.3491,-81.0665,28.05,64,75,5.66,US,1698344296
423,chusovoy,58.3013,57.8131,-6.02,85,32,1.87,RU,1698344425
424,talakan,50.3167,130.3667,-1.23,59,0,2.0,RU,1698344427
425,zaozersk,69.4005,32.4476,-4.34,95,100,2.98,RU,1698344428
426,vila velha,-20.3297,-40.2925,27.97,78,75,5.14,BR,1698344429
427,nagqu,31.5,92.0,-3.8,89,100,1.15,CN,1698344429
428,old harbour bay,17.9092,-77.0972,32.83,60,27,4.32,JM,1698344430
429,murzuq,25.9155,13.9184,26.79,21,8,1.36,LY,1698344430
430,saint-philippe,-21.3585,55.7679,25.77,84,28,1.47,RE,1698344431
431,gaspe,48.8334,-64.4819,11.95,82,75,2.06,CA,1698344431
432,ghat,24.9647,10.1728,29.33,16,4,3.61,LY,1698344432
433,brookings,44.3114,-96.7984,12.47,97,100,3.09,US,1698344257
434,gamboma,-1.8764,15.8644,23.68,88,87,0.75,CG,1698344433
435,gadzhiyevo,69.2551,33.3362,-3.72,94,100,3.63,RU,1698344433
436,la ronge,55.1001,-105.2842,-1.88,63,40,4.63,CA,1698344434
437,vadso,70.0744,29.7487,-1.51,86,75,2.06,NO,1698344434
438,oyonnax,46.2592,5.6573,12.01,98,100,1.17,FR,1698344435
439,trinidad,-14.8333,-64.9,28.99,70,75,3.6,BO,1698344435
440,linden,6.0,-58.3,35.99,38,59,1.92,GY,1698344436
441,callao,-12.0667,-77.15,23.18,73,75,4.12,PE,1698344436
442,likiep,9.8251,169.3107,27.66,77,99,3.96,MH,1698344437
443,fort st. john,56.2499,-120.8529,-4.06,74,75,2.57,CA,1698344436
444,banda aceh,5.5577,95.3222,26.75,82,92,4.33,ID,1698344438
445,kayankulam,9.1833,76.5,25.95,85,100,1.92,IN,1698344439
446,zaoyang,32.1272,112.7542,19.28,46,100,1.02,CN,1698344439
447,sainyabuli,19.25,101.75,20.63,99,85,0.51,LA,1698344440
448,bengkulu,-3.8004,102.2655,23.94,95,66,2.82,ID,1698344440
449,ray,23.6833,85.05,18.54,65,0,1.13,IN,1698344440
450,ust'-kulom,61.6864,53.6902,-3.36,92,100,4.02,RU,1698344441
451,axim,4.8699,-2.2405,26.22,84,54,3.53,GH,1698344442
452,ocean shores,46.9737,-124.1563,8.3,92,100,3.09,US,1698344356
453,geraldton,-28.7667,114.6,18.23,72,100,7.2,AU,1698344444
454,el jadid,33.2549,-8.506,21.05,80,76,2.95,MA,1698344445
455,fale old settlement,-9.3852,-171.2468,28.38,77,100,6.72,TK,1698344445
456,ifanadiana,-21.3,47.6333,21.23,99,41,1.43,MG,1698344446
457,tsiombe,-25.3,45.4833,20.62,65,40,3.35,MG,1698344447
458,edna,28.9786,-96.6461,31.17,79,85,6.83,US,1698344449
459,argo,37.6333,22.7333,18.77,60,70,0.99,GR,1698344449
460,katsuura,35.1333,140.3,14.01,61,96,1.49,JP,1698344449
461,shingu,33.7333,135.9833,14.15,65,53,2.97,JP,1698344450
462,aljezur,37.3191,-8.8033,19.54,88,98,6.43,PT,1698344450
463,pangody,65.85,74.4859,-9.89,94,93,4.37,RU,1698344451
464,winslow,35.0242,-110.6974,21.1,32,0,6.11,US,1698344452
465,lubumbashi,-11.6609,27.4794,23.71,37,67,1.59,CD,1698344452
466,queenstown,-31.8976,26.8753,22.61,22,91,0.66,ZA,1698344420
467,berberati,4.2612,15.7922,20.41,99,100,1.31,CF,1698344453
468,san matias,-16.3667,-58.4,39.99,26,89,3.79,BO,1698344453
469,nazyvayevsk,55.5698,71.3529,-3.77,80,73,8.48,RU,1698344453
470,tsetserleg,47.475,101.4542,3.4,35,11,2.51,MN,1698344454
471,sao miguel do araguaia,-13.275,-50.1628,36.75,31,69,2.07,BR,1698344383
472,storozhevaya,43.8789,41.4514,14.48,65,100,3.27,RU,1698344454
473,changde,29.0464,111.6783,20.19,79,100,2.92,CN,1698344455
474,shelbyville,35.4834,-86.4603,27.99,50,20,6.17,US,1698344222
475,noyabrsk,63.1994,75.4507,-6.54,90,100,7.15,RU,1698344455
476,ed damer,17.5928,33.9592,35.66,23,72,2.28,SD,1698344457
477,ghadamis,30.1337,9.5007,24.95,23,0,2.05,LY,1698344457
478,garbahaarrey,3.3289,42.2209,28.95,61,93,6.57,SO,1698344458
479,mbala,-8.8402,31.3659,23.94,39,90,3.43,ZM,1698344458
480,ndjole,-0.1783,10.7649,23.73,96,95,0.92,GA,1698344459
481,kourou,5.1552,-52.6478,34.03,52,43,5.18,GF,1698344459
482,terme,41.2092,36.9739,18.96,60,100,2.56,TR,1698344459
483,zouerate,22.7187,-12.4521,31.38,18,0,4.67,MR,1698344459
484,roccella ionica,38.322,16.4009,20.9,79,83,5.29,IT,1698344460
485,bonthe,7.5264,-12.505,27.49,82,85,3.33,SL,1698344460
486,cockburn town,21.4612,-71.1419,28.17,59,37,7.26,TC,1698344341
487,arraial do cabo,-22.9661,-42.0278,25.92,73,75,2.57,BR,1698344461
488,papao,-17.75,-149.55,26.82,81,100,2.68,PF,1698344461
489,nova olinda do norte,-3.8881,-59.0942,38.42,30,97,1.62,BR,1698344462
490,awjilah,29.1081,21.2869,27.36,24,46,2.53,LY,1698344462
491,itaituba,-4.2761,-55.9836,35.25,39,99,1.25,BR,1698344463
492,laojunmiao,39.8333,97.7333,7.91,21,0,1.94,CN,1698344463
493,patacamaya,-17.2333,-67.9167,19.49,27,92,5.76,BO,1698344464
494,nizhneangarsk,55.7833,109.55,1.67,92,99,2.24,RU,1698344464
495,san jose del guaviare,2.5729,-72.6459,33.24,51,100,1.9,CO,1698344352
496,topolobampo,25.6,-109.05,26.95,57,0,2.57,MX,1698344465
497,port lincoln,-34.7333,135.8667,11.9,75,43,6.3,AU,1698344465
498,pul-e khumri,35.9446,68.7151,17.29,38,75,0.84,AF,1698344465
499,djibouti,11.5,42.5,22.68,76,93,3.98,DJ,1698344466
500,naze,28.3667,129.4833,18.51,62,43,4.07,JP,1698344466
501,sayat,38.7839,63.8803,15.93,44,73,3.74,TM,1698344467
502,manadhoo,5.7667,73.3833,28.17,77,28,4.01,MV,1698344467
503,tamanrasset,22.785,5.5228,26.95,12,0,0.0,DZ,1698344468
504,porto belo,-27.1578,-48.5531,20.09,86,100,2.65,BR,1698344468
505,bata,1.8639,9.7658,26.24,81,83,2.34,GQ,1698344469
506,winnemucca,40.973,-117.7357,6.03,49,20,2.57,US,1698344469
507,puerto san jose,13.9256,-90.8244,29.25,73,100,2.02,GT,1698344470
508,markovo,57.3206,107.0881,0.24,90,98,2.07,RU,1698344470
509,la tuque,47.4334,-72.7824,12.14,87,92,1.54,CA,1698344471
510,horta,38.5333,-28.6333,18.8,71,20,4.63,PT,1698344472
511,robore,-18.3333,-59.75,34.05,52,20,5.14,BO,1698344472
512,umluj,25.0213,37.2685,29.54,61,22,0.83,SA,1698344472
513,kattivakkam,13.2167,80.3167,28.93,79,61,3.99,IN,1698344473
514,tateyama,34.9833,139.8667,13.96,88,40,2.06,JP,1698344473
515,myskhako,44.6714,37.7433,18.1,92,100,3.87,RU,1698344473
516,airdrie,55.866,-3.9803,10.58,86,99,3.19,GB,1698344474
517,weyburn,49.6668,-103.8511,-5.88,68,98,5.66,CA,1698344477
518,saint-francois,46.4154,3.9054,12.69,100,75,2.06,FR,1698344477
519,mosjoen,65.836,13.1908,1.29,80,75,1.03,NO,1698344478
520,lindale,32.5157,-95.4094,20.97,94,100,3.6,US,1698344478
521,antsiranana,-12.2787,49.2917,24.17,85,41,2.93,MG,1698344479
522,knyaze-volkonskoye,48.4642,135.4567,2.78,60,1,4.47,RU,1698344479
523,marine corps base hawaii - mcbh,21.4453,-157.7513,27.01,73,0,0.45,US,1698344480
524,kuanda,56.3161,116.0806,-4.48,59,91,0.51,RU,1698344480
525,diamante,-32.0664,-60.6384,25.25,40,4,3.07,AR,1698344481
526,kuressaare,58.2481,22.5039,2.19,91,100,5.14,EE,1698344482
527,djambala,-2.5447,14.7533,21.28,90,99,1.41,CG,1698344483
528,ashburton,-37.8626,145.0794,11.44,64,89,2.38,AU,1698344484
529,camayenne,9.535,-13.6878,29.05,79,40,4.12,GN,1698344484
530,rawatsar,29.2833,74.3833,26.18,30,0,2.09,IN,1698344484
531,broome,42.2506,-75.833,24.14,61,0,4.63,US,1698344485
532,portland,45.5234,-122.6762,8.99,93,100,2.24,US,1698343774
533,brisas de zicatela,15.8369,-97.0419,30.29,58,75,4.12,MX,1698344486
534,ancud,-41.8697,-73.8203,11.02,81,76,4.49,CL,1698344487
535,gulf shores,30.246,-87.7008,28.1,69,75,6.69,US,1698344487
536,isyangulovo,52.1909,52.1909,-1.3,67,94,2.9,RU,1698344476
537,ota,36.3,139.3667,11.02,59,60,1.14,JP,1698344357
538,la dorada,5.4478,-74.6631,33.5,51,67,0.74,CO,1698344488
539,guasdualito,7.2424,-70.7324,28.43,78,98,2.26,VE,1698344489
540,jagna,9.6531,124.3697,26.23,84,90,1.15,PH,1698344489
541,yaransk,57.3033,47.8861,-11.05,97,17,1.06,RU,1698344489
542,ramanuj ganj,23.8,83.7,18.0,62,0,1.76,IN,1698344490
543,castillos,-34.1667,-53.8333,17.65,49,0,3.47,UY,1698344490
544,minot air force base,48.4209,-101.3391,-4.9,90,100,7.72,US,1698344491
545,phan rang-thap cham,11.5667,108.9833,24.35,92,21,1.55,VN,1698344491
546,dalnegorsk,44.5604,135.5701,1.84,64,0,2.87,RU,1698344491
547,pisco,-13.7,-76.2167,21.03,83,100,4.63,PE,1698344492
548,howard springs,-12.497,131.047,28.95,89,22,0.39,AU,1698344492
549,mogocha,53.7333,119.7667,-3.29,45,93,1.15,RU,1698344493
550,thunder bay,48.4001,-89.3168,3.99,100,100,4.12,CA,1698344495
551,rio gallegos,-51.6226,-69.2181,10.03,27,75,11.83,AR,1698344496
552,peace river,56.2501,-117.286,-1.83,74,75,3.09,CA,1698344463
553,leninskoye,41.7589,69.3864,13.23,71,98,1.35,KZ,1698344496
554,necochea,-38.5473,-58.7368,24.59,34,1,6.35,AR,1698344497
555,sechura,-5.5569,-80.8222,26.53,59,41,5.74,PE,1698344497
556,ha'il,27.5219,41.6907,25.01,44,0,3.09,SA,1698344497
557,sambava,-14.2667,50.1667,24.32,84,70,1.02,MG,1698344498
